LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr,X
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28833,713936,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28833,713937,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775263,3563226,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.69,%,Single,NA,,,6.9,mg/g,NA,NA,2.53489,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28834,713959,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28834,713960,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775299,3563465,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.96,%,Single,NA,,,9.6,mg/g,NA,NA,1.49503,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28835,713982,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28835,713983,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775332,3563691,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.81,%,Single,NA,,,8.1,mg/g,NA,NA,1.86165,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28836,714005,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28836,714006,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775333,3563698,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.85,%,Single,NA,,,8.5,mg/g,NA,NA,1.75763,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28837,714028,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28837,714029,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775334,3563705,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.58,%,Single,NA,,,5.8,mg/g,NA,NA,3.28567,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28838,714051,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28838,714052,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775335,3563712,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.7,%,Single,NA,,,7,mg/g,NA,8572420,2.47268,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28839,714074,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28839,714075,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775348,3563803,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.9,%,Single,NA,,,9,mg/g,NA,NA,1.63429,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28840,714097,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28840,714098,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775349,3563810,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.99,%,Single,NA,,,9.9,mg/g,NA,NA,1.42862,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28841,714120,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28841,714121,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775350,3563817,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.79,%,Single,NA,,,7.9,mg/g,NA,NA,1.94977,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28842,714143,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28842,714144,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775351,3563824,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.9,%,Single,NA,,,9,mg/g,NA,3563803,1.63429,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28843,714166,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28843,714167,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775364,3563915,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.82,%,Single,NA,,,8.2,mg/g,NA,NA,1.83517,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28844,714189,NA,,60,Longitude,Long,-93.166667,,,NA,,,-93.166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Craine,Joseph,130,Global 15N Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,28844,714190,NA,,59,Latitude,Lat,45.4166667,,,NA,,,45.4166667,,NA,NA,NA,"Craine, J. M., A. J. Elmore, M. P. M. Aidar, M. Bustamante, T. E. Dawson, E. A. Hobbie, A. Kahmen, M. C. Mack, K. K. McLauchlan, A. Michelsen, G. B. Nardoto, L. H. Pardo, J. Penuelas, P. B. Reich, E. A. G. Schuur, W. D. Stock, P. H. Templer, R. A. Virginia, J. M. Welker, and I. J. Wright. 2009. Global patterns of foliar nitrogen isotopes and their relationships with climate, mycorrhizal fungi, foliar nutrient concentrations, and nitrogen availability. New Phytologist 183:980-992.",decimal,,NA
Reich,Peter,35,"Reich-Oleksyn Global Leaf N, P Database",Lyonia lucida,34627,Lyonia lucida,775365,3563922,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.84,%,Single,NA,,,8.4,mg/g,NA,NA,1.78317,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
