,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
107,107,1687532506,3802.5,2023-06-23 11:01:46,11:01:46,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002929985,2.929985317,10.28427669,314.9802439,187.3837929,19.11344449,32.12848514,0.140637688,3.769587256,0.137786453,0.086367891,569.1017239,29.9668991,28.84908214,3.986784327,49.77436357,1.88013189,3.777309753,2.106652437,-129.2123525,-188.691701,-10.9530596,240.2446108,-25.01833116,2.879886933,10.28427669,286.7787919,297.2719455,-3.239879026,65.23340909,2.929985317,16.59565859,18.44138121,6.26E-05,101.6448244,0,0,1,0,53706,3234.8375,2653.5372,0.8203,0.175928999,3.21,0.5,0: Broadleaf,2,TRUE,1687532498,314.98025,299.5018571,18.43237857,16.61768929,312.3403929,18.29771071,500.0327143,101.9008571,0.100731107,27.9206,28.84908214,999.9,0,0,9996.601429,0,1234.8525,15.47823571,320.8948571,304.5633214,1.814680357,299.5018571,16.61768929,1.878275357,1.6933575,16.45388571,14.83565357,1999.985,0.979999357,0.020000757,0,1.9384,0,6652.052143,17338.075,46.723,48.22075,46.80535714,46.4685,45.473,1959.985357,39.99964286,0,1687532506,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,15.003535,7.318806754,0.723977033,0,1.78106425,0.608398537,0.060467548,0,0,2,0/2,3.11914,2.75761,0.0691958,0.0666857,0.097222,0.0906748,26931.5,26883,29512.8,29114.3,36881.9,34884.7,45257.1,43300.3,1.70653,1.67445,-0.0489503,0,29.6898,999.9,54.8,43.2,47.2124,65.6058,19.2508,1,1.20091,9.28105,19.99,5.22762,11.9915,4.9689,3.28948,9999,9999,9999,999.9,4.97263,1.87805,1.87622,1.87897,1.87548,1.87896,1.87622,1.87743,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.576,0.1348,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.3,42.3,0.726318,2.60864,1.39893,2.27539,1.44897,2.46826,48.9191,13.3615,18,509.202,402.255,21.7558,40.9925,30.0009,40.507,40.5272,14.5789,62.1335,0,16.9619,252.592,16.5428,97.7106,99.5628,,
108,108,1687532511,3807.5,2023-06-23 11:01:51,11:01:51,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002933717,2.93371667,9.389405378,298.1091425,181.1619412,18.47883044,30.40764667,0.140523916,3.76902972,0.13767683,0.086299014,566.2338886,29.9715529,28.87170741,3.99201274,49.74525563,1.881060649,3.781387039,2.110952091,-129.3769051,-189.5027823,-11.00401999,236.3501812,-26.01188488,2.925443125,9.389405378,269.497671,280.8580788,-3.293279312,65.23340909,2.93371667,16.59740245,18.44513273,0.000111717,101.6448244,0,0,1,0,53643,3218.536296,2640.165332,0.820300003,0.175929005,3.21,0.5,0: Broadleaf,2,TRUE,1687532504,298.1091481,281.9698519,18.44145926,16.59801111,295.5132593,18.30662593,500.0137778,101.9008148,0.100909815,27.9390963,28.87170741,999.9,0,0,9994.438519,0,1218.535926,16.13909259,303.7099259,286.7291111,1.84344037,281.9698519,16.59801111,1.87919963,1.691351481,16.46161852,14.81728148,2000.00037,0.979999222,0.020000907,0,1.937659259,0,6656.045185,17338.2,46.74533333,48.24066667,46.812,46.49755556,45.49533333,1960.00037,40.00037037,0,1687532511,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,15.74016829,7.403650871,0.749375631,0,1.818092195,0.343462997,0.040343712,0,0,2,0/2,3.11951,2.75735,0.0659683,0.0633107,0.0972371,0.0906828,27023.9,26978.9,29511.9,29113.1,36879.8,34882.8,45255.6,43298.6,1.70685,1.67425,-0.0507385,0,29.7186,999.9,54.8,43.2,47.2127,65.7358,18.762,1,1.20189,9.28105,19.99,5.22867,11.9918,4.9693,3.28958,9999,9999,9999,999.9,4.97264,1.87803,1.87622,1.87897,1.87548,1.87895,1.87621,1.87742,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.532,0.1349,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.4,42.4,0.698242,2.61841,1.39893,2.27539,1.44897,2.49023,48.9191,13.344,18,509.444,402.17,21.769,41.0028,30.0009,40.5141,40.5343,13.818,62.1335,0,16.9619,232.523,16.5428,97.7074,99.5588,,
109,109,1687532516,3812.5,2023-06-23 11:01:56,11:01:56,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002936259,2.936258841,8.52066566,283.0366735,176.4009121,17.99326413,28.87033611,0.140408287,3.770428461,0.137566865,0.086229792,580.0404124,30.04943846,28.88768571,3.995708727,49.70756323,1.881272156,3.784679904,2.114436571,-129.4890149,-189.7871897,-11.01814099,249.7460668,-26.82152375,2.929931086,8.52066566,252.8970258,264.5858303,-3.24844883,65.23340909,2.936258841,16.5983926,18.44829212,4.45E-05,101.6448244,0,0,1,0,53852,3297.014643,2704.541072,0.820299988,0.175928977,3.21,0.5,0: Broadleaf,2,TRUE,1687532508,283.0366786,266.3499643,18.44346429,16.597175,280.4807143,18.30858929,500.0092143,101.9013929,0.100710821,27.95402143,28.88768571,999.9,0,0,9999.818929,0,1296.9525,16.68653571,288.3548571,270.8453929,1.846280357,266.3499643,16.597175,1.879414643,1.691276786,16.46343214,14.81659643,2000.062143,0.980000321,0.019999804,0,1.972275,0,6663.023929,17338.74643,46.75221429,48.2655,46.82325,46.51328571,45.50442857,1960.062857,39.99964286,0,1687532516,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,16.29791707,7.284591638,0.741698069,0,1.841687073,0.074526272,0.011389462,1,1,2,1/2,3.11941,2.75728,0.0626967,0.0597522,0.0972497,0.0906828,27117.4,27080.9,29510.8,29112.8,36877.8,34882.1,45254,43298.1,1.70695,1.67375,-0.0512227,0,29.7462,999.9,54.8,43.3,47.4585,65.4758,19.0946,1,1.2029,9.28105,19.9899,5.22717,11.9917,4.96875,3.28935,9999,9999,9999,999.9,4.97264,1.87805,1.87622,1.87898,1.8755,1.87894,1.8762,1.87742,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.489,0.1349,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.5,42.5,0.653076,2.60864,1.39893,2.27539,1.44897,2.54028,48.9191,13.3615,18,509.553,401.895,21.7825,41.013,30.001,40.5222,40.5405,13.1236,62.1335,0,16.9658,219.147,16.6278,97.7039,99.5576,,
110,110,1687532521,3817.5,2023-06-23 11:02:01,11:02:01,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002941859,2.941859103,7.79227946,266.0852916,168.3219412,17.16927402,27.141389,0.140427598,3.770666641,0.137585578,0.08624154,592.7291108,30.12613367,28.90535926,3.99980032,49.66271676,1.881656518,3.788871492,2.118143802,-129.7359864,-189.5331345,-11.00470382,262.455286,-27.89335592,2.933263885,7.79227946,235.7311369,248.1405758,-3.29477186,65.23340909,2.941859103,16.60026677,18.45341939,7.92E-05,101.6448244,0,0,1,0,53615,3369.138519,2763.704296,0.820299991,0.175928982,3.21,0.5,0: Broadleaf,2,TRUE,1687532514,266.0852963,248.678963,18.44714444,16.59874074,263.5748519,18.3122,500.0034815,101.9019259,0.100664407,27.9730037,28.90535926,999.9,0,0,10000.69259,0,1369.096296,17.40624815,271.0860741,252.8766296,1.848393333,248.678963,16.59874074,1.879798889,1.691444815,16.46664074,14.81813333,2000.042222,0.980000333,0.019999793,0,1.959388889,0,6671.555926,17338.58148,46.76837037,48.28674074,46.84466667,46.53444444,45.52525926,1960.042963,39.99962963,0,1687532521,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,16.92077561,8.074563763,0.8148373,0,1.847252683,0.024799024,0.002620575,1,1,2,1/2,3.11916,2.75774,0.0593226,0.0562062,0.0972675,0.0906913,27214.3,27182.3,29510.2,29112.3,36876.4,34881.1,45253.3,43297.5,1.70618,1.67418,-0.0507757,0,29.7756,999.9,54.8,43.2,47.2099,65.7558,19.0064,1,1.20383,9.28105,19.9898,5.22852,11.9914,4.96915,3.28943,9999,9999,9999,999.9,4.97266,1.87805,1.87622,1.87897,1.87549,1.87896,1.87621,1.87743,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.445,0.1351,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.5,42.6,0.615234,2.62817,1.39893,2.27539,1.44897,2.38281,48.9191,13.344,18,509.114,402.202,21.7975,41.0233,30.001,40.5293,40.5485,12.3549,62.1335,0,16.9696,199.029,16.6512,97.7023,99.5562,,
111,111,1687532526,3822.5,2023-06-23 11:02:06,11:02:06,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002945739,2.945738927,6.755269701,250.943746,165.4440847,16.87597839,25.59729616,0.140329159,3.771001551,0.137491326,0.086182267,595.6905403,30.15603635,28.92546071,4.004458437,49.62454717,1.882088961,3.7926572,2.122369476,-129.9070867,-190.1543896,-11.04184021,264.5872238,-28.56039829,2.936916984,6.755269701,219.1238737,231.8981455,-3.236074383,65.23340909,2.945738927,16.6025323,18.45833576,5.82E-05,101.6448244,0,0,1,0,53673,3385.971786,2777.512609,0.820299986,0.175928973,3.21,0.5,0: Broadleaf,2,TRUE,1687532518,250.94375,233.0808571,18.45110714,16.60036786,248.4745357,18.31609643,499.9923929,101.9033929,0.100727893,27.99013214,28.92546071,999.9,0,0,10001.85071,0,1385.951429,17.86288929,255.661,237.0155714,1.850724643,233.0808571,16.60036786,1.880229643,1.691635357,16.47024286,14.81988571,2000.020357,0.98000075,0.019999354,0,1.944085714,0,6647.192857,17338.4,46.78764286,48.30535714,46.86375,46.54871429,45.54428571,1960.021786,39.99857143,0,1687532526,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,17.5365,6.363018815,0.644405697,0,1.849090244,0.029075331,0.002962719,1,1,2,1/2,3.11949,2.75783,0.0559168,0.052524,0.0972867,0.0906996,27311.9,27287.6,29509.4,29111.8,36874.3,34880.1,45252.1,43296.9,1.7069,1.6732,-0.051111,0,29.8047,999.9,54.8,43.3,47.4555,65.6458,18.9022,1,1.20493,9.28105,19.9897,5.22897,11.9917,4.9693,3.2895,9999,9999,9999,999.9,4.97267,1.87805,1.87622,1.87898,1.87549,1.87896,1.87622,1.87742,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.4,0.1351,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.6,42.7,0.582275,2.61475,1.39893,2.27539,1.44897,2.5647,48.9191,13.3615,18,509.611,401.643,21.8088,41.0326,30.001,40.5374,40.5566,11.6466,62.1335,0,16.9727,185.671,16.6712,97.6995,99.5547,,
112,112,1687532531,3827.5,2023-06-23 11:02:11,11:02:11,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002949562,2.94956205,5.807147122,233.992515,159.7462292,16.29491546,23.86840848,0.140087371,3.769175678,0.137257863,0.086035624,595.4672027,30.17468304,28.95506667,4.011327649,49.58293335,1.882649772,3.796971347,2.128677877,-130.0756864,-192.1156452,-11.16385802,262.112013,-29.58582365,2.942486269,5.807147122,201.920147,215.524503,-3.276210345,65.23340909,2.94956205,16.60412794,18.46228727,4.74E-05,101.6448244,0,0,1,0,53702,3384.701852,2776.470924,0.820299999,0.175928997,3.21,0.5,0: Broadleaf,2,TRUE,1687532524,233.9925185,215.4415185,18.45644444,16.60234074,231.570037,18.32134074,500.0288148,101.903963,0.101045519,28.00963333,28.95506667,999.9,0,0,9994.697037,0,1384.710741,18.55108148,238.3924444,219.0787407,1.85409037,215.4415185,16.60234074,1.880784444,1.691846667,16.47487037,14.82181852,1999.991111,0.979999778,0.02000033,0,1.907344444,0,6657.674444,17338.12963,46.80740741,48.319,46.875,46.562,45.562,1959.991481,39.99962963,0,1687532531,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,18.10991707,7.541987456,0.756458607,0,1.852133415,0.035807456,0.003659195,1,1,2,1/2,3.11921,2.75774,0.0524027,0.0488047,0.0972971,0.0906998,27412.6,27393.9,29508.6,29111.3,36872.6,34879.2,45250.8,43296,1.70653,1.67353,-0.0515208,0,29.8349,999.9,54.8,43.3,47.4555,65.6558,19.1707,1,1.20583,9.28105,19.9897,5.22822,11.9914,4.96895,3.2894,9999,9999,9999,999.9,4.97264,1.87805,1.87622,1.87897,1.87547,1.87894,1.87621,1.87742,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.355,0.1352,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.7,42.7,0.540771,2.63062,1.39893,2.27539,1.44897,2.38647,48.9191,13.344,18,509.425,401.883,21.819,41.0439,30.001,40.5454,40.5636,10.8671,62.1335,0,16.9789,165.566,16.6947,97.6968,99.5528,,
113,113,1687532536,3832.5,2023-06-23 11:02:16,11:02:16,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002955215,2.955215429,5.100166282,218.8831398,153.1690882,15.62409368,22.32729019,0.13999062,3.769222868,0.137165011,0.085977251,580.5991112,30.11980092,28.98038571,4.017210357,49.54912705,1.883065395,3.800400747,2.134144962,-130.3250004,-194.1157623,-11.28223472,244.8761137,-30.29404855,2.946623655,5.100166282,185.3682862,199.2690364,-3.245124712,65.23340909,2.955215429,16.60446197,18.46637212,3.58E-05,101.6448244,0,0,1,0,53702,3300.19,2707.145849,0.820299998,0.175928995,3.21,0.5,0: Broadleaf,2,TRUE,1687532528,218.8831429,199.8485,18.460425,16.60362143,216.503,18.32525,500.0017857,101.9043571,0.101170607,28.02512143,28.98038571,999.9,0,0,9994.841786,0,1300.245357,19.03472857,222.9998571,203.2226786,1.856785714,199.8485,16.60362143,1.881197143,1.6919825,16.47831786,14.82307143,1999.944643,0.979999786,0.020000321,0,1.908157143,0,6664.708929,17337.73571,46.812,48.339,46.875,46.57325,45.571,1959.946071,39.99857143,0,1687532536,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,18.784175,6.630718199,0.651531993,0,1.85548575,0.036471107,0.003643948,1,1,2,1/2,3.1194,2.75797,0.0488355,0.0449301,0.0973092,0.0907034,27514.9,27504.1,29508,29110.2,36871.5,34877.3,45250.2,43294.2,1.706,1.6733,-0.0522286,0,29.8629,999.9,54.8,43.3,47.4578,65.6958,18.778,1,1.20683,9.28105,19.9896,5.22822,11.9917,4.9692,3.28955,9999,9999,9999,999.9,4.97268,1.87805,1.87623,1.87901,1.87551,1.87896,1.87622,1.87743,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.309,0.1353,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.8,42.8,0.506592,2.62573,1.39893,2.27539,1.44897,2.56104,48.9503,13.3528,18,509.142,401.786,21.8299,41.0542,30.001,40.5525,40.5715,10.1799,62.1335,0,16.9811,152.209,16.7128,97.6953,99.5487,,
114,114,1687532541,3837.5,2023-06-23 11:02:21,11:02:21,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002956672,2.956671622,4.280431237,201.9546271,146.1158327,14.90465323,20.60053061,0.139815765,3.770270526,0.136997899,0.085872131,573.2660472,30.10119289,28.99802963,4.021314246,49.5148494,1.883558227,3.804026974,2.137756019,-130.3892186,-194.4299256,-11.29926574,237.1476372,-31.2621772,2.952357293,4.280431237,168.2948261,182.8793152,-3.273501989,65.23340909,2.956671622,16.6061274,18.46882,3.32E-05,101.6448244,0,0,1,0,53683,3258.508148,2672.954217,0.820299995,0.17592899,3.21,0.5,0: Broadleaf,2,TRUE,1687532534,201.9546296,182.2687778,18.46521852,16.60496296,199.6225926,18.32995926,500.0426296,101.9046667,0.101070519,28.04148519,28.99802963,999.9,0,0,9998.883704,0,1258.585185,19.68598519,205.753963,185.3463333,1.860240741,182.2687778,16.60496296,1.881691852,1.692124444,16.48245556,14.82437407,1999.922963,0.98,0.020000093,0,1.908537037,0,6621.002593,17337.54444,46.812,48.361,46.89107407,46.59466667,45.583,1959.925926,39.99777778,0,1687532541,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,19.33851,7.109076923,0.702332678,0,1.85824175,0.036469981,0.003669941,1,1,2,1/2,3.11939,2.75722,0.0451653,0.0411676,0.0973199,0.0907183,27620,27611.6,29507.1,29109.8,36869.8,34875.9,45249,43293.4,1.70643,1.6728,-0.0548363,0,29.8887,999.9,54.8,43.3,47.451,65.6458,19.2228,1,1.20787,9.28105,19.9896,5.22717,11.992,4.96875,3.28927,9999,9999,9999,999.9,4.9727,1.87805,1.87622,1.87899,1.87551,1.87897,1.87622,1.87744,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.263,0.1354,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,42.9,42.9,0.474854,2.63184,1.39893,2.27661,1.44897,2.38647,48.9503,13.344,18,509.452,401.521,21.8436,41.0645,30.0011,40.5606,40.5796,9.42666,61.7845,0,16.9849,132.17,16.819,97.6926,99.5471,,
115,115,1687532546,3842.5,2023-06-23 11:02:26,11:02:26,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002920238,2.920238397,3.311385763,186.9092123,142.1886706,14.50421987,19.06602192,0.138025023,3.770591233,0.135278341,0.084791189,574.7671619,30.12831581,29.00179643,4.022190858,49.48748416,1.883927544,3.806876781,2.138263314,-128.7825133,-192.5999225,-11.19288808,242.191838,-31.70516972,2.937845752,3.311385763,152.2943271,166.9638364,-3.170336473,65.23340909,2.920238397,16.64053037,18.47998364,7.54E-05,101.6448244,0,0,1,0,53738,3267.040714,2679.953475,0.820299993,0.175928987,3.21,0.5,0: Broadleaf,2,TRUE,1687532538,186.9092143,166.9077857,18.46863571,16.61744286,184.6206786,18.333325,500.0190357,101.9058214,0.101038929,28.05433571,29.00179643,999.9,0,0,10000.01714,0,1267.102143,20.00155,190.4260714,169.7279286,1.851188214,166.9077857,16.61744286,1.882061071,1.693413214,16.48553929,14.83617857,1999.938571,0.980000429,0.019999657,0,1.930871429,0,6635.732857,17337.68929,46.8165,48.375,46.91042857,46.61375,45.6025,1959.941429,39.99785714,0,1687532546,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,19.71459,4.819141463,0.503415721,0,1.85567125,-0.049568218,0.010826022,1,1,2,1/2,3.11956,2.75785,0.0415233,0.0372631,0.0973695,0.0909866,27724.2,27722.8,29506.2,29108.8,36866.5,34864.5,45247.7,43292.2,1.70578,1.6731,-0.0557676,0,29.9115,999.9,54.8,43.3,47.455,65.6858,18.6739,1,1.20877,9.28105,19.9898,5.22882,11.9918,4.9693,3.28965,9999,9999,9999,999.9,4.97267,1.87805,1.87622,1.87898,1.87556,1.87897,1.87622,1.87744,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.216,0.1356,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,43,43,0.43335,2.63794,1.39893,2.27539,1.44897,2.50732,48.9503,13.344,18,509.096,401.75,21.8574,41.0749,30.001,40.5687,40.5876,8.71489,61.5019,0,16.9867,118.813,16.8491,97.6896,99.5442,,
116,116,1687532551,3847.5,2023-06-23 11:02:31,11:02:31,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002864452,2.864452363,2.565619369,170.1721466,134.083645,13.67756427,17.35886932,0.135336357,3.770946357,0.132694781,0.083167279,591.6001943,30.2319611,29.00715556,4.023438326,49.48001454,1.885195241,3.810013515,2.138243085,-126.3223492,-190.8340035,-11.09029271,263.3535489,-32.38765066,2.858477641,2.565619369,135.6975658,151.0013273,-3.198362049,65.23340909,2.864452363,16.77817279,18.52204121,0.007363192,101.6448244,0,0,1,0,53640,3362.721481,2758.440414,0.820299995,0.17592899,3.21,0.5,0: Broadleaf,2,TRUE,1687532544,170.1721481,149.6931852,18.48091111,16.67982593,167.9325926,18.34537407,500.0395185,101.9066667,0.101033593,28.06847037,29.00715556,999.9,0,0,10001.31481,0,1362.743704,20.47902963,173.376037,152.2312222,1.801081481,149.6931852,16.67982593,1.883327778,1.699785185,16.49610741,14.89427037,1999.977778,0.980000444,0.019999641,0,1.907996296,0,6651.742963,17338.02963,46.82133333,48.39107407,46.93240741,46.62959259,45.61566667,1959.97963,39.99888889,0,1687532551,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,20.16709024,4.866263415,0.516590023,0,1.825692927,-0.462709965,0.0588196,0,0,2,0/2,3.11898,2.75808,0.0377808,0.0332334,0.0975491,0.0919312,27831.6,27837.7,29505.7,29108.1,36858.5,34827.8,45247.1,43291.5,1.70557,1.67353,-0.0548363,0,29.9311,999.9,54.8,43.3,47.4504,65.6358,19.2428,1,1.20968,9.28105,19.9894,5.22837,11.9911,4.96905,3.28958,9999,9999,9999,999.9,4.97264,1.87804,1.87621,1.87897,1.87548,1.87891,1.87621,1.87736,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.169,0.1364,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,43,43.1,0.394287,2.63672,1.39893,2.27661,1.44897,2.51831,48.9503,13.344,18,509.02,402.057,21.8677,41.0852,30.0009,40.5768,40.5957,7.9294,61.5019,0,17.0025,98.7654,16.8358,97.6882,99.5422,,
117,117,1687532556,3852.5,2023-06-23 11:02:36,11:02:36,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.002930345,2.930345075,1.8277186,155.3279632,128.9629636,13.15532633,15.844782,0.138573439,3.770980904,0.135805403,0.085122469,601.5557738,30.27710867,29.01880357,4.02615085,49.54076003,1.888873943,3.812767389,2.137276907,-129.2282178,-190.6826575,-11.08272143,270.5621771,-33.03107725,2.747532369,1.8277186,118.9053833,134.8697697,-3.232106979,65.23340909,2.930345075,16.94458946,18.62057879,0.020572802,101.6448244,0,0,1,0,53715,3419.31,2804.859985,0.820299998,0.175928996,3.21,0.5,0: Broadleaf,2,TRUE,1687532548,155.3279643,134.3970357,18.51681786,16.78565,153.1325,18.38065,500.0247857,101.9073929,0.101168071,28.08087143,29.01880357,999.9,0,0,10001.37786,0,1419.294643,20.93095357,158.2576429,136.6895,1.731171071,134.3970357,16.78565,1.886999643,1.710580714,16.52668571,14.99236071,2000.015357,0.980000429,0.019999671,0,1.946471429,0,6750.173214,17338.36429,46.83675,48.41042857,46.937,46.6405,45.625,1960.015357,40,0,1687532556,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,20.68786341,5.590526132,0.595247406,0,1.769890488,-0.905536516,0.097032713,0,0,2,0/2,3.11938,2.75801,0.0339197,0.0290393,0.0979135,0.0920575,27942.8,27958.1,29505.5,29108.2,36843.4,34822.6,45246.9,43291.3,1.70572,1.67275,-0.0550598,0,29.9467,999.9,54.8,43.3,47.4561,65.6458,18.758,1,1.21068,9.28105,19.9897,5.22807,11.9917,4.96895,3.28953,9999,9999,9999,999.9,4.97263,1.87804,1.87622,1.87897,1.87548,1.87895,1.87622,1.87743,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.122,0.1381,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,43.1,43.2,0.361328,2.65137,1.39893,2.27539,1.44897,2.45239,48.9815,13.3352,18,509.165,401.617,21.8775,41.0975,30.001,40.586,40.6028,7.20223,61.7795,0,17.056,85.4053,16.7968,97.6877,99.5421,,
