,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
108,108,1686156847,4644.5,2023-06-07 12:54:06,12:54:06,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156839,0.00881381,8.813810109,21.46173044,278.0275331,190.2308591,17.28578322,25.26363855,0.460296014,2.956614899,0.423872215,0.267952072,357.4583869,28.52692682,28.05075556,3.806082638,49.98584473,1.976749236,3.954618045,1.829333402,-388.6890258,104.972385,7.768469547,81.5102157,2.368034717,8.814534748,21.46173044,270.1887271,262.7529212,-3.045365129,64.9700373,8.813810109,13.12551068,21.74880727,-8.02E-05,104.4423477,2,0,1,0,47832,2031.834859,1666.713986,0.820299927,0.175928858,5,0.5,0: Broadleaf,2,TRUE,1686156839,278.0275556,282.8465926,21.75421852,13.13086667,275.2935926,21.50604074,499.9669259,90.76778889,0.09960927,28.70931481,28.05075556,999.9,0,0,9994.325185,0,31.84522963,-4.818911481,284.2103704,286.6099259,8.623352963,282.8465926,13.13086667,1.974581111,1.19185963,17.24196667,9.500255185,1999.98963,0.980006556,0.019993259,0,2.018592593,0,11637.64074,17338.17037,41.87011111,42.37033333,41.02051852,40.77288889,40.65014815,1959.99963,39.99,0,1686156912,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-6.061444634,18.97902732,1.87314828,0,8.622495122,0.019027944,0.002337941,1,1,2,1/2,3.13467,2.72815,0.0569296,0.0582081,0.099401,0.0697683,27926.9,27678.4,30161.6,29660.7,37517.1,36332.6,46170.3,44100.4,1.8005,1.68732,-0.0138916,0,28.2698,999.9,40.2,43.9,40.3195,63.9165,21.1979,1,0.38471,2.68988,20.2122,5.22792,11.974,4.9701,3.28943,9999,9999,9999,999.9,4.97284,1.87779,1.87593,1.87871,1.87531,1.87881,1.876,1.87724,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.666,0.2481,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43137.5,43137.6,0.721436,2.63062,1.39893,2.33032,1.44897,2.45972,46.1818,14.1846,18,482.516,384.478,24.6858,31.9429,30.0012,31.5448,31.6019,14.4134,62.2075,0,24.6452,232.659,13.1615,99.7519,101.414,,
109,109,1686156852,4649.5,2023-06-07 12:54:11,12:54:11,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156844,0.008815003,8.815003463,20.11605801,263.9285861,181.5539529,16.49745047,23.98267131,0.460439153,2.957937835,0.424008577,0.268037892,356.8835631,28.52144989,28.04813214,3.805500809,49.98466972,1.97648615,3.954184676,1.829014659,-388.7416527,105.1363405,7.77694851,81.05519941,1.060696222,8.816781586,20.11605801,253.7196088,247.6207758,-3.039547933,64.9700373,8.815003463,13.12096364,21.74481515,-6.42E-05,104.4423477,2,0,1,0,47715,2028.567507,1664.033776,0.820299926,0.175928857,5,0.5,0: Broadleaf,2,TRUE,1686156844,263.9286071,267.3163214,21.75117143,13.12612143,261.2371071,21.50305357,499.9974643,90.76833214,0.099700268,28.707425,28.04813214,999.9,0,0,10001.27321,0,28.57393571,-3.387572393,269.797,270.87175,8.6250475,267.3163214,13.12612143,1.974316071,1.191436429,17.23985714,9.494972143,1999.993571,0.980006786,0.019993025,0,2.053403571,0,11592.51071,17338.20714,41.86589286,42.375,41.00421429,40.79221429,40.66271429,1960.003571,39.99,0,1686156917,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-4.23042139,18.14607638,1.796674805,0,8.623886585,0.018305226,0.002234443,1,1,2,1/2,3.13466,2.72863,0.0540929,0.054944,0.0993882,0.0697377,28009.9,27773.3,30160.6,29659.8,37516.3,36332.5,46168.8,44099.1,1.80037,1.68712,-0.01413,0,28.2754,999.9,40.2,43.9,40.3233,63.9565,21.25,1,0.385577,2.69245,20.2125,5.22882,11.974,4.97045,3.28965,9999,9999,9999,999.9,4.97283,1.87778,1.87595,1.87875,1.87531,1.87881,1.87601,1.87724,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.621,0.248,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43137.6,43137.7,0.684814,2.62573,1.39893,2.33032,1.44897,2.47681,46.1818,14.1846,18,482.489,384.406,24.6383,31.9534,30.001,31.5518,31.6088,13.6906,62.2075,0,24.5985,219.284,13.1615,99.7486,101.411,,
110,110,1686156857,4654.5,2023-06-07 12:54:16,12:54:16,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156849,0.008815667,8.815666514,18.50949233,248.1266103,172.1906983,15.64672634,22.54691575,0.460653218,2.957219029,0.424182085,0.268149554,356.2028433,28.51235898,28.04351111,3.804476131,49.98772969,1.976045233,3.953060571,1.828430899,-388.7708933,105.0658728,7.773256581,80.27107939,-0.503528245,8.81819054,18.50949233,236.4894837,232.2168545,-3.08167304,64.9700373,8.815666514,13.11229686,21.73749273,-0.000115632,104.4423477,2,0,1,0,47785,2024.69823,1660.859807,0.820299925,0.175928856,5,0.5,0: Broadleaf,2,TRUE,1686156849,248.1266296,249.8111852,21.74618519,13.11947037,245.4833704,21.49817407,499.9834074,90.76861852,0.099973641,28.70252222,28.04351111,999.9,0,0,9997.433704,0,24.70082222,-1.684438293,253.6424815,253.1321852,8.626716296,249.8111852,13.11947037,1.97387,1.190835926,17.23628889,9.48748,1999.997407,0.980006889,0.019992915,0,1.971366667,0,11550.2037,17338.24074,41.90255556,42.375,41.02988889,40.79844444,40.67111111,1960.007407,39.99,0,1686156922,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-2.604204607,19.28901338,1.913649261,0,8.625986585,0.01789338,0.002108635,1,1,2,1/2,3.13472,2.72862,0.0511532,0.0516917,0.0993569,0.0697042,28095.6,27867.5,30159.3,29658.5,37515.8,36332,46166.8,44097.2,1.8006,1.68683,-0.0147894,0,28.2762,999.9,40.2,43.9,40.3218,64.3265,21.274,1,0.386621,2.72199,20.2118,5.22807,11.974,4.97005,3.28943,9999,9999,9999,999.9,4.97279,1.87777,1.87592,1.87873,1.87531,1.87881,1.87601,1.87726,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.573,0.2478,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43137.6,43137.7,0.644531,2.62207,1.39893,2.33032,1.44897,2.50488,46.1818,14.1846,18,482.658,384.269,24.594,31.963,30.0011,31.5586,31.6142,12.8827,62.2075,0,24.5575,199.211,13.1615,99.7443,101.407,,
111,111,1686156862,4659.5,2023-06-07 12:54:21,12:54:21,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156854,0.008813738,8.813738257,17.00504426,234.0298036,164.0857122,14.91026977,21.26600457,0.460734173,2.959389245,0.424275251,0.26820689,355.8868857,28.49342041,28.03748571,3.803140408,50.024992,1.975487123,3.949000377,1.827653285,-388.6858571,103.2773587,7.634428115,78.11281538,-2.003011173,8.818819454,17.00504426,219.5089603,216.8067576,-3.091232402,64.9700373,8.813738257,13.10451186,21.72764,-8.85E-05,104.4423477,2,0,1,0,47772,2022.9023,1659.386605,0.820299925,0.175928855,5,0.5,0: Broadleaf,2,TRUE,1686156854,234.0298214,234.0906786,21.73999643,13.112675,231.4301429,21.49210714,499.9870714,90.76867143,0.1001164,28.68480357,28.03748571,999.9,0,0,10008.92714,0,22.90194286,-0.060894782,239.2308214,237.2012143,8.627318929,234.0906786,13.112675,1.973308929,1.190219286,17.23179286,9.479781429,2000.000357,0.980006786,0.019993021,0,1.998346429,0,11521.45,17338.26786,41.91721429,42.375,41.049,40.80560714,40.68725,1960.010357,39.99,0,1686156927,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-1.293565998,20.35181826,2.017107238,0,8.626673902,0.012837282,0.001810424,1,1,2,1/2,3.13489,2.7287,0.048146,0.048308,0.0993269,0.0696683,28183.8,27966.5,30158.5,29658.1,37515.8,36332.9,46165.6,44096.8,1.80085,1.68648,-0.0153258,0,28.2741,999.9,40.2,43.9,40.3235,64.1865,21.1619,1,0.387322,2.72486,20.212,5.22852,11.974,4.97,3.28943,9999,9999,9999,999.9,4.97278,1.87783,1.87599,1.87877,1.87533,1.87881,1.87606,1.87726,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.526,0.2476,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43137.7,43137.8,0.60791,2.62085,1.39893,2.33032,1.44897,2.53052,46.1818,14.1933,18,482.834,384.1,24.552,31.9731,30.0009,31.5643,31.6192,12.1568,62.2075,0,24.5319,185.77,13.1615,99.7415,101.406,,
112,112,1686156867,4664.5,2023-06-07 12:54:26,12:54:26,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156859,0.008814115,8.81411461,15.48059744,218.138169,154.3746353,14.02785973,19.82198456,0.461328822,2.959133388,0.424776833,0.26852782,355.7411855,28.47543358,28.02482222,3.800334471,50.0549919,1.974721099,3.945103224,1.825613372,-388.7024543,102.5730904,7.581902562,77.19372421,-3.674357682,8.819951476,15.48059744,202.7734103,201.4643515,-3.058757438,64.9700373,8.81411461,13.09444375,21.71761939,-0.000100478,104.4423477,2,0,1,0,47681,2022.074093,1658.707229,0.820299926,0.175928858,5,0.5,0: Broadleaf,2,TRUE,1686156859,218.1381852,216.3878519,21.73152963,13.10352593,215.5884444,21.4837963,500.016037,90.76871481,0.1002269,28.66778148,28.02482222,999.9,0,0,10007.5663,0,22.08298148,1.750220485,222.9841481,219.2611852,8.627998148,216.3878519,13.10352593,1.972541481,1.18938963,17.22563704,9.469405556,1999.991111,0.980006444,0.01999337,0,1.966762963,0,11497.54444,17338.17778,41.9672963,42.375,41.05774074,40.80074074,40.69422222,1960.001111,39.99,0,1686156932,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,0.678783515,20.68538023,2.047174698,0,8.62732122,0.00513554,0.001558125,1,1,2,1/2,3.13488,2.7281,0.0450953,0.0449522,0.0992898,0.069635,28273.3,28064.7,30157.8,29657.8,37516,36333.7,46164.2,44096.4,1.80033,1.6863,-0.0166371,0,28.2671,999.9,40.1,43.9,40.2282,64.2565,21.0457,1,0.387815,2.67798,20.2128,5.22792,11.974,4.96935,3.2895,9999,9999,9999,999.9,4.97279,1.87788,1.876,1.8788,1.87532,1.87882,1.87607,1.87728,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.478,0.2474,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43137.8,43137.9,0.567627,2.62451,1.39893,2.33032,1.44897,2.53784,46.2108,14.1933,18,482.573,384.03,24.5216,31.9816,30.0007,31.5698,31.624,11.334,62.2075,0,24.5212,165.735,13.1615,99.7389,101.405,,
113,113,1686156872,4669.5,2023-06-07 12:54:31,12:54:31,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156864,0.0088117,8.811699554,14.02834817,203.9794139,146.0664913,13.27295853,18.53546476,0.461944989,2.959180467,0.42529998,0.268862236,355.6998723,28.46124773,28.00873571,3.796772677,50.07524529,1.973851385,3.941770776,1.822921292,-388.5959503,102.8171063,7.598659083,77.51968734,-5.050729578,8.818379008,14.02834817,186.0037513,186.1891697,-3.06346062,64.9700373,8.811699554,13.08621444,21.70700848,-8.57E-05,104.4423477,2,0,1,0,47758,2021.839282,1658.514612,0.820299925,0.175928856,5,0.5,0: Broadleaf,2,TRUE,1686156864,203.9794286,200.7275714,21.721875,13.095325,201.4747857,21.474325,500.0160714,90.76918214,0.100109054,28.65321429,28.00873571,999.9,0,0,10007.76429,0,21.84249643,3.251715321,208.50875,203.3912857,8.626539286,200.7275714,13.095325,1.971675,1.188652143,17.21868571,9.460170357,1999.996786,0.980006357,0.019993461,0,2.003671429,0,11484.39286,17338.23214,42.00421429,42.375,41.04889286,40.80342857,40.69171429,1960.006786,39.99,0,1686156937,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,2.048721076,19.09337717,1.88488361,0,8.627222927,-0.013063066,0.00168661,1,1,2,1/2,3.13486,2.72865,0.0419848,0.0414282,0.0992614,0.069596,28364.8,28167.7,30157.3,29657.4,37516.6,36334.1,46163.7,44095.4,1.80015,1.68648,-0.0167303,0,28.258,999.9,40.1,43.9,40.2198,64.0865,21.0136,1,0.388161,2.43302,20.216,5.22942,11.974,4.9704,3.28965,9999,9999,9999,999.9,4.97279,1.87786,1.87601,1.87879,1.87532,1.87881,1.87606,1.87728,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.429,0.2472,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43137.9,43138,0.529785,2.62085,1.39893,2.33032,1.44897,2.52686,46.1818,14.2021,18,482.51,384.16,24.5088,31.9901,30.0006,31.5754,31.6291,10.5938,62.2075,0,24.8246,152.357,13.1615,99.7375,101.403,,
114,114,1686156877,4674.5,2023-06-07 12:54:36,12:54:36,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156869,0.008809856,8.809856469,12.43335737,188.1285425,136.6254153,12.41512999,17.09521105,0.462554032,2.958005676,0.425803097,0.269185116,355.6794597,28.44792341,27.9930963,3.793312668,50.08984381,1.972868758,3.938660231,1.82044391,-388.5146703,103.1004212,7.621513901,77.88672452,-6.604658275,8.816713805,12.43335737,169.0860915,170.8858303,-3.062897704,64.9700373,8.809856469,13.07728326,21.69629394,-6.93E-05,104.4423477,2,0,1,0,47664,2021.723274,1658.419449,0.820299925,0.175928854,5,0.5,0: Broadleaf,2,TRUE,1686156869,188.1285556,183.1827037,21.71092963,13.08586296,185.6750741,21.4635963,500.0132222,90.76970741,0.100135185,28.63960741,27.9930963,999.9,0,0,10001.48111,0,21.72068148,4.945842963,192.3037407,185.6116667,8.625057037,183.1827037,13.08586296,1.970693704,1.187801481,17.21081481,9.449514074,2000.002593,0.980006444,0.01999337,0,2.042407407,0,11478.13704,17338.28148,42.02059259,42.375,41.03214815,40.80074074,40.68496296,1960.012593,39.99,0,1686156942,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,3.92023155,19.3200512,1.860889024,0,8.625922,-0.017350919,0.001899923,1,1,2,1/2,3.13506,2.72831,0.0388009,0.0378689,0.099226,0.0695719,28458.1,28271.9,30156.3,29657.2,37516.7,36334.4,46162.3,44094.9,1.8008,1.68605,-0.0168718,0,28.249,999.9,40.1,43.9,40.2229,64.2765,20.9215,1,0.385366,1.54256,20.2272,5.22837,11.974,4.9701,3.28958,9999,9999,9999,999.9,4.97283,1.87785,1.87599,1.87881,1.87532,1.87882,1.87606,1.87727,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.38,0.2471,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43138,43138.1,0.489502,2.63306,1.39893,2.33032,1.44897,2.50977,46.2108,14.1933,18,482.905,383.943,24.7293,31.9985,29.9984,31.5802,31.633,9.76713,62.2075,0,24.8378,132.298,13.1619,99.7344,101.402,,
115,115,1686156882,4679.5,2023-06-07 12:54:41,12:54:41,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156874,0.008811871,8.811871004,11.0190348,174.0258457,128.185321,11.64821698,15.81375148,0.46299814,2.957780862,0.426177048,0.269424441,355.7078697,28.42924365,27.98416786,3.791338606,50.12205813,1.972041201,3.934477703,1.819297404,-388.6035113,101.5964467,7.509887427,76.2106926,-8.032483564,8.812277417,11.0190348,152.2878237,155.561497,-3.07133299,64.9700373,8.811871004,13.07136867,21.69289576,-4.30E-05,104.4423477,2,0,1,0,47943,2021.884793,1658.55194,0.820299923,0.175928852,5,0.5,0: Broadleaf,2,TRUE,1686156874,174.0258571,167.5265714,21.70175357,13.08023214,171.6185357,21.45461071,499.9718214,90.769925,0.100206529,28.62129643,27.98416786,999.9,0,0,10000.26607,0,21.87229286,6.499373929,177.8863929,169.7468929,8.621512143,167.5265714,13.08023214,1.969866071,1.187293214,17.204175,9.443153929,2000.0125,0.980006571,0.019993239,0,2.034975,0,11480.61786,17338.375,42.03775,42.375,41.02203571,40.80560714,40.68939286,1960.0225,39.99,0,1686156947,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,5.610814878,19.72081317,1.945884918,0,8.623160488,-0.040428711,0.00506556,1,1,2,1/2,3.13505,2.7287,0.035547,0.0341895,0.0992184,0.069668,28554.1,28379.5,30156.1,29656.8,37516.4,36330.3,46161.8,44094.8,1.8006,1.68603,-0.0158101,0,28.2393,999.9,40.1,43.9,40.2282,63.6565,20.8814,1,0.386052,1.93092,20.2236,5.22747,11.974,4.96995,3.2895,9999,9999,9999,999.9,4.97282,1.87781,1.87599,1.87878,1.87532,1.87881,1.87605,1.87728,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.33,0.247,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43138.1,43138.2,0.45166,2.63794,1.39893,2.33032,1.44897,2.46338,46.2108,14.1933,18,482.823,383.955,24.8515,32.0056,30,31.5851,31.6374,9.02264,61.9332,0,24.8516,118.928,13.1619,99.7334,101.401,,
116,116,1686156887,4684.5,2023-06-07 12:54:46,12:54:46,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156879,0.008762468,8.762468293,9.418366931,158.1856198,118.5114426,10.76912162,14.37430968,0.460265515,2.958735841,0.423870235,0.267948633,355.7804937,28.42929105,27.98107407,3.790654785,50.15178899,1.971705954,3.931476811,1.818948831,-386.4248517,100.0254425,7.390776329,76.77186086,-9.638375815,8.793514795,9.418366931,135.4283576,140.2516,-3.055935849,64.9700373,8.762468293,13.13851229,21.70972848,8.96E-05,104.4423477,2,0,1,0,47698,2022.297559,1658.890536,0.820299925,0.175928855,5,0.5,0: Broadleaf,2,TRUE,1686156879,158.1856296,149.9385926,21.69812222,13.09575556,155.8307778,21.45104815,500.0200741,90.76974815,0.100140685,28.60814815,27.98107407,999.9,0,0,10005.34556,0,22.29607778,8.247221852,161.694037,151.9277037,8.602354815,149.9385926,13.09575556,1.969532593,1.18869963,17.2015037,9.460733704,2000.001481,0.980006444,0.019993374,0,2.023514815,0,11490.63333,17338.27037,41.98359259,42.375,41.03677778,40.796,40.68940741,1960.011481,39.99,0,1686156952,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,7.244518293,19.86059666,1.95891511,0,8.609169024,-0.194267875,0.023285852,0,0,2,0/2,3.13473,2.72845,0.0322305,0.0304629,0.0992756,0.0698465,28652,28488.6,30155.9,29656.6,37513.8,36322.4,46161.8,44094,1.80005,1.68648,-0.0149906,0,28.229,999.9,40.1,43.9,40.2242,63.9365,20.9415,1,0.387312,2.12382,20.2211,5.22762,11.974,4.9698,3.2895,9999,9999,9999,999.9,4.97285,1.87778,1.87595,1.87876,1.87531,1.87881,1.87604,1.87725,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.279,0.2473,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43138.1,43138.2,0.410156,2.65625,1.39893,2.33032,1.44897,2.42676,46.2108,14.1846,18,482.545,384.235,24.8834,32.0126,30.0009,31.59,31.6415,8.18596,61.9332,0,24.8645,98.8755,13.1619,99.7332,101.4,,
117,117,1686156892,4689.5,2023-06-07 12:54:51,12:54:51,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156884,0.008784558,8.784557825,7.939449414,144.0733846,110.3607106,10.02845795,13.09192258,0.461566931,2.958420997,0.42497074,0.268652523,355.8469383,28.41840825,27.98313929,3.791111248,50.18340189,1.972311603,3.930207057,1.818799645,-387.3990001,98.79766236,7.300706382,74.54630697,-11.05223887,8.779217907,7.939449414,118.6498369,124.9921576,-3.060307312,64.9700373,8.784557825,13.14472569,21.72438061,0.001807681,104.4423477,2,0,1,0,47867,2022.67515,1659.200281,0.820299929,0.175928862,5,0.5,0: Broadleaf,2,TRUE,1686156884,144.0733929,134.2864643,21.70480357,13.11653929,141.766,21.45758929,500.0234286,90.7697,0.100120411,28.60258214,27.98313929,999.9,0,0,10003.6825,0,22.70015,9.787160714,147.26975,136.0706429,8.588248214,134.2864643,13.11653929,1.970137143,1.190585,17.20635357,9.484301786,1999.975,0.980006036,0.019993786,0,2.003939286,0,11506.26071,17338.03214,41.9685,42.375,41.02207143,40.79664286,40.7005,1959.985,39.99,0,1686156957,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,8.571285366,19.53755017,1.926672233,0,8.599441463,-0.224846132,0.025259044,0,0,2,0/2,3.13477,2.72872,0.0288581,0.026611,0.0993194,0.0698291,28751.4,28601.3,30155.6,29656.3,37511.4,36322.6,46161.4,44093.7,1.80012,1.68615,-0.0134781,0,28.2194,999.9,40.1,43.9,40.2269,63.7965,20.9936,1,0.388186,2.22295,20.2199,5.22852,11.974,4.97005,3.28948,9999,9999,9999,999.9,4.97284,1.8778,1.87594,1.87875,1.87531,1.87881,1.87606,1.87727,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.228,0.2476,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43138.2,43138.3,0.372314,2.66357,1.39893,2.33032,1.44897,2.39258,46.2108,14.1846,18,482.613,384.072,24.8899,32.019,30.0008,31.5942,31.645,7.43436,61.9332,0,24.8733,85.5163,13.1619,99.7324,101.399,,
118,118,1686156897,4694.5,2023-06-07 12:54:56,12:54:56,5,albert,lubb_05_npk_soel_02,lubb_5_soel_2_9,1686156889,0.008784357,8.784356577,6.233129634,128.2602898,101.2994032,9.205081613,11.65501867,0.461455393,2.957926263,0.424870537,0.268588969,355.8942097,28.42728555,27.98970741,3.792563285,50.18605449,1.973397904,3.932163874,1.819165381,-387.390125,99.10151033,7.324936572,74.93053162,-12.68229249,8.769487772,6.233129634,101.7317489,109.7468,-3.048518901,64.9700373,8.784356577,13.13658084,21.72841697,0.000128679,104.4423477,2,0,1,0,47689,2022.943819,1659.420673,0.82029993,0.175928865,5,0.5,0: Broadleaf,2,TRUE,1686156889,128.2602963,116.7036926,21.7167037,13.13833704,126.0067037,21.46925185,500.0394444,90.76992593,0.100121907,28.61115926,27.98970741,999.9,0,0,10001.0363,0,22.97715185,11.55679259,131.1074074,118.257137,8.57835963,116.7036926,13.13833704,1.971222593,1.192565556,17.21505556,9.509065926,1999.966667,0.980005778,0.019994048,0,2.067581481,0,11530.48889,17337.95556,41.965,42.37033333,41.00907407,40.8007037,40.69866667,1959.976667,39.99,0,1686156962,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,10.474912,20.08581951,1.93257783,0,8.58896225,-0.105778649,0.019986472,0,0,2,0/2,3.13478,2.72856,0.0254194,0.0227056,0.0993315,0.0698118,28853,28715.8,30155.5,29656.2,37510.3,36322.7,46161,44093.4,1.8001,1.686,-0.0128597,0,28.2104,999.9,40.1,43.9,40.2262,63.9865,21.1378,1,0.388788,2.263,20.2192,5.22702,11.974,4.96995,3.28948,9999,9999,9999,999.9,4.97284,1.87779,1.87594,1.87876,1.87531,1.8788,1.87604,1.87725,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.176,0.2477,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43138.3,43138.4,0.332031,2.66846,1.39893,2.33032,1.44897,2.44019,46.2108,14.1758,18,482.626,384.008,24.8879,32.0246,30.0007,31.5984,31.6485,6.59448,61.9332,0,24.8736,65.4749,13.1619,99.7317,101.398,,
